编号,标题,,机构,难度,学时,热度,语言,开课日期,副标题,学科
15285,计算机网络概论,,国立清华大学,简单（初级）,10 周,"热度 2,387",中文,,,计算机
3399,算法思想（第 1 部分）,,莱斯大学,普通（中级）,20 个小时,热度 775,"英语, 西班牙语, 其他",,,计算机
148,财务会计导论,,宾夕法尼亚大学,简单（初级）,17 个小时,"热度 2,329","中文, 英语, 日语",,经典课程,金融
15712,药物依赖：在治疗中帮助病人,,伦敦国王学院,简单（初级）,2 周,热度 312,英语,4月4日,,医学健康
17063,通过情商实现鼓舞人心的领导,,凯斯西储大学,普通（中级）,24 个小时,热度 641,"中文, 英语, 法语, 葡萄牙语, 其他",,,商业管理
9575,留学生的学习方法,,英国东英吉利大学,简单（初级）,4 周,热度 383,英语,3月3日,,其他
11908,交互式计算机图形学,,东京大学,普通（中级）,22 个小时,"热度 2,212","英语, 日语",,,计算机
16302,法医学概论,,新加坡南洋理工大学,简单（初级）,25 个小时,"热度 1,147","英语, 其他",,,医学健康
9965,实用急救和自救技能,,上海交通大学,简单（初级）,11 周,"热度 2,249",中文,,经典课程,医学健康
4353,事物如何运作：物理学入门,,弗吉尼亚大学,普通（中级）,17 个小时,"热度 1,996","中文, 英语, 法语, 日语, 西班牙语, 意大利语, 德语, 葡萄牙语, 俄语, 其他",,,物理
11087,Linux 入门,,Linux 基金会,简单（初级）,14 周,"热度 4,553",英语,,,计算机
1942,Objective-C与iPhone程序设计,,台湾交通大学,简单（初级）,9 周,热度 447,中文,,,计算机
19959,生命起源,,伊利诺伊大学,简单（初级）,34 个小时,"热度 1,449","英语, 其他",,经典课程,生物
17527,微积分导论(一),,国立清华大学,简单（初级）,13 周,"热度 3,005",中文,,经典课程,数学与统计
2005,法国大革命,,墨尔本大学,简单（初级）,18 个小时,热度 454,"英语, 西班牙语, 其他",1月21日,,历史
4377,创意，创新与变革,,宾夕法尼亚州立大学,简单（初级）,24 个小时,"热度 2,004","中文, 英语",,,其他
15996,再思考 4：如何避免谬误,,杜克大学,简单（初级）,10 个小时,"热度 1,531","中文, 英语, 西班牙语, 意大利语, 葡萄牙语",,经典课程,哲学
7192,性格教育和创建积极课堂,,Relay 若雷教育学院,简单（初级）,17 个小时,"热度 1,150","中文, 英语, 其他",,,心理
19431,财务入门,,澳大利亚麦考瑞大学,简单（初级）,4 周,热度 816,英语,1月7日,,金融
3584,化学-世界的基础,,澳大利亚斯威本科技大学,简单（初级）,4 周,"热度 1,414",英语,1月7日,经典课程,化学
15214,基因与人类（从行为到生物技术）,,马里兰大学,简单（初级）,17 个小时,热度 394,英语,,,生物
3515,音乐理论基础,,爱丁堡大学,简单（初级）,22 个小时,"热度 1,786",英语,1月28日,,艺术
7939,网络游戏：文学，新媒体，故事,,范德堡大学,简单（初级）,18 个小时,热度 602,"英语, 其他",,,互联网
16271,心理学基础,,澳大利亚皇家墨尔本理工大学,简单（初级）,4 周,"热度 3,802",英语,,经典课程,心理
9965,传播学概论,,阿姆斯特丹大学,简单（初级）,12 个小时,"热度 2,666","中文, 英语, 法语, 西班牙语, 其他",,,其他
5564,大数据算法,,哈尔滨工业大学,难（高级）,13 周,热度 738,中文,,国家精品,计算机
4614,披头士乐队的音乐,,罗彻斯特大学,简单（初级）,19 个小时,热度 445,"英语, 西班牙语",,,历史
12703,大学英语（口语）,,国防科技大学,普通（中级）,15 周,"热度 7,404",中文,,"经典课程,国家精品",语言
7409,高级语言程序设计（Python）,,哈尔滨工业大学,简单（初级）,12 周,"热度 5,194",中文,,国家精品,计算机
5553,互联网的历史、技术和安全,,密歇根大学,简单（初级）,12 个小时,热度 489,"英语, 意大利语, 俄语",,,互联网
15594,Java编程概论,,香港科技大学,简单（初级）,5 周,"热度 1,006",英语,4月4日,,计算机
10743,网络互联技术,,德国波茨坦大学HPI学院,简单（初级）,8 周,"热度 2,081","中文, 英语",,经典课程,互联网
8869,计算原理（第 1 部分）,,莱斯大学,普通（中级）,23 个小时,"热度 1,364",英语,,,计算机
2250,中国 6：满族和清朝,,哈佛大学,简单（初级）,5 周,"热度 1,694","中文, 英语",,,历史
16832,中国 5：从蒙古人的全球帝国到明代的全球经济,,哈佛大学,简单（初级）,6 周,"热度 1,509","中文, 英语",4月4日,,历史
6194,中国 4：文人中国-科举与理学,,哈佛大学,简单（初级）,4 周,"热度 1,240","中文, 英语",4月4日,,历史
8352,中国 3：天朝大唐帝国之贵族文化,,哈佛大学,简单（初级）,4 周,"热度 1,592","中文, 英语",4月4日,经典课程,历史
14121,中国 2：集权制国家的兴起和灭亡,,哈佛大学,简单（初级）,5 周,"热度 2,595","中文, 英语",4月4日,经典课程,历史
15955,中国 1：政治和知识分子的基础-从圣人国王到孔子与法家,,哈佛大学,简单（初级）,6 周,"热度 2,680","中文, 英语",4月4日,经典课程,历史
17756,计算机科学导论,,哈佛大学,简单（初级）,6 周,"热度 5,628",英语,,,计算机
6167,生物学导论-生命的秘密,,麻省理工学院,简单（初级）,12 周,"热度 1,755","中文, 英语",,经典课程,生物
6812,儿童早期教育,,澳大利亚开放大学,简单（初级）,4 周,"热度 1,287",英语,1月7日,,教育
8455,微电影创作,,台湾国立交通大学,简单（初级）,8 周,"热度 2,710",中文,,,艺术
15174,声乐录音技术,,伯克利音乐学院,简单（初级）,6 周,热度 675,英语,4月4日,,艺术
4041,机器学习基础：数学基础,,国立台湾大学,简单（初级）,16 个小时,"热度 2,216",中文,,,计算机
11063,理解常见疾病,,University of Wollongong,简单（初级）,4 周,热度 417,英语,1月7日,,医学健康
15311,食物、营养和你的健康,,墨尔本大学,简单（初级）,4 周,热度 528,英语,1月7日,,医学健康
15918,医疗保健护理导论,,e3Learning,简单（初级）,4 周,热度 342,英语,1月7日,,医学健康
15591,助产术,,University of Newcastle,简单（初级）,4 周,热度 386,英语,1月7日,,医学健康
365,人体机器,,Flinders University,简单（初级）,4 周,热度 347,英语,1月7日,,生物
18616,儿童营养与烹饪,,斯坦福大学,简单（初级）,8 个小时,"热度 4,041","中文, 英语, 日语, 韩语, 西班牙语, 德语, 俄语, 其他",1月14日,经典课程,医学健康
12504,弹性力学,,北京大学,难（高级）,12 周,"热度 2,500",中文,,,物理
8865,C语言程序设计,,浙江大学,简单（初级）,13 周,"热度 3,504",中文,,,计算机
16415,现代与后现代 1,,卫斯连大学,简单（初级）,18 个小时,"热度 1,404","英语, 西班牙语",,经典课程,哲学
17006,希腊和罗马神话,,宾夕法尼亚大学,简单（初级）,31 个小时,热度 698,"中文, 英语, 其他",,,社会
2531,软件定义网络,,乔治亚理工学院,普通（中级）,23 个小时,热度 824,英语,3月3日,,计算机
9921,微积分：单变量第1部分 – 函数,,宾夕法尼亚大学,难（高级）,19 个小时,"热度 1,145","中文, 英语, 西班牙语",,,数学与统计
8715,战争的悖论,,普林斯顿大学,简单（初级）,33 个小时,"热度 1,578",英语,,经典课程,社会
16337,微观经济学原理,,伊利诺伊大学香槟分校,简单（初级）,24 个小时,"热度 41,082","中文, 英语, 西班牙语",,经典课程,经济
11925,结构方程模型及其应用,,香港中文大学,难（高级）,24 个小时,"热度 5,746",中文,,,计算机
1214,培养音乐技能,,伯克利音乐学院,简单（初级）,6 个月,"热度 2,710","中文, 英语, 西班牙语, 德语, 葡萄牙语, 其他",,专项课程,艺术
15258,圣经的史前史，目的和政治前景,,艾莫利大学,简单（初级）,23 个小时,热度 854,"英语, 西班牙语, 其他",,,宗教
3609,货币银行学,,哥伦比亚大学,难（高级）,46 个小时,"热度 1,774",英语,,经典课程,金融
1681,Andr​​oid 手持系统的移动应用程序设计：第 1 部分,,马里兰大学帕克分校,普通（中级）,17 个小时,热度 784,"英语, 葡萄牙语",,,计算机
19668,摇滚史 (二),,罗彻斯特大学,简单（初级）,16 个小时,热度 432,英语,,,历史
8273,摇滚史 (一),,罗彻斯特大学,简单（初级）,19 个小时,热度 600,"中文, 英语, 其他",,,历史
10155,数据产品开发,,约翰霍普金斯大学,简单（初级）,13 个小时,热度 468,英语,,,计算机
10674,实用机器学习,,约翰霍普金斯大学,简单（初级）,14 个小时,热度 538,英语,,,计算机
8365,回归模型,,约翰霍普金斯大学,简单（初级）,17 个小时,热度 523,英语,,,计算机
3389,统计推断,,约翰霍普金斯大学,简单（初级）,16 个小时,热度 490,英语,,,数学与统计
8067,可重复性研究,,约翰霍普金斯大学,简单（初级）,10 个小时,热度 303,英语,,,计算机
17723,探索性数据分析,,约翰霍普金斯大学,简单（初级）,15 个小时,热度 600,"中文, 英语",,,计算机
11473,获取和整理数据,,约翰霍普金斯大学,简单（初级）,14 个小时,热度 977,"中文, 英语, 法语, 俄语",,,计算机
1288,数据科学家的工具箱,,约翰霍普金斯大学,简单（初级）,8 个小时,"热度 2,677","中文, 英语, 法语, 日语, 意大利语, 葡萄牙语, 俄语, 其他",,,计算机
12801,创造更美好世界的商业策略,,宾夕法尼亚大学,简单（初级）,2 个月,"热度 1,113",英语,,"经典课程,专项课程",经济
716,公共经济学,,高等经济学院,普通（中级）,14 个小时,热度 544,英语,,,经济
5442,R 语言程序开发,,约翰霍普金斯大学,普通（中级）,20 个小时,"热度 5,830","中文, 英语, 法语, 日语, 其他",,,计算机
2769,学习西班牙语：基础词汇,,加州大学戴维斯分校,简单（初级）,7 个月,热度 807,"英语, 西班牙语, 德语, 其他",,专项课程,语言
10618,全球健康与人道主义,,英国曼彻斯特大学,简单（初级）,9 个小时,热度 315,英语,1月21日,,医学健康
13667,恶意软件及其地下经济：每一个故事都有两面性,,伦敦大学,简单（初级）,17 个小时,热度 325,英语,4月4日,,计算机
13020,音乐制作的艺术,,伯克利音乐学院,普通（中级）,17 个小时,"热度 1,432",英语,,经典课程,艺术
2643,歌曲创作：写歌词,,伯克利音乐学院,简单（初级）,35 个小时,"热度 2,430",英语,,经典课程,艺术
8729,吉他入门,,伯克利音乐学院,简单（初级）,18 个小时,"热度 4,413","英语, 葡萄牙语, 俄语, 其他",,经典课程,艺术
9400,Divide和Conquer、排序和搜索以及随机算法,,斯坦福大学,普通（中级）,21 个小时,热度 875,英语,,,计算机
1742,算法,,斯坦福大学,普通（中级）,4 个月,"热度 2,322",英语,,专项课程,计算机
5546,中国人文经典导读,,香港中文大学,简单（初级）,20 个小时,"热度 1,122",中文,,,文学
13266,飞行机器人的自动导航技术,,德国慕尼黑工业大学,难（高级）,8 周,"热度 1,457",英语,3月3日,,计算机
8144,英语学术和商业写作,,加州大学伯克利分校,简单（初级）,6 周,热度 899,英语,,,语言
565,数字图像和视频处理基础,,美国西北大学,普通（中级）,21 个小时,"热度 1,528",英语,,,计算机
8610,计算机科学及Python编程导论,,麻省理工学院,简单（初级）,9 周,"热度 4,771",英语,1月22日,,计算机
15722,社会心理学,,卫斯连大学,简单（初级）,29 个小时,"热度 6,131","中文, 英语",,经典课程,心理
14963,经济地理与企业兴衰,,中南财经政法大学,简单（初级）,17 周,"热度 1,215",中文,,,经济
276,摄影的艺术,,皇家墨尔本理工大学,简单（初级）,4 周,"热度 3,306",英语,1月7日,,艺术
14530,密码学 I,,斯坦福大学,难（高级）,29 个小时,"热度 3,300",英语,,,计算机
15124,创业101：你的客户是谁？,,麻省理工学院,简单（初级）,6 周,"热度 2,634","中文, 英语",,经典课程,商业管理
15330,统计方法与资料分析,,国立交通大学,简单（初级）,13 周,"热度 2,127",中文,,,数学与统计
5514,Python交互程序设计入门（第 1 部分）,,莱斯大学,简单（初级）,29 个小时,"热度 5,144","中文, 英语, 韩语, 西班牙语, 意大利语, 葡萄牙语",,经典课程,计算机
1772,网络：朋友、金钱和比特,,普林斯顿大学,简单（初级）,14 个小时,热度 683,英语,,,互联网
1698,图像和视频处理：从火星到医院再到好莱坞,,杜克大学,普通（中级）,17 个小时,"热度 2,608","中文, 英语",,经典课程,计算机
14290,公正,,哈佛大学,简单（初级）,12 周,"热度 2,603","中文, 英语, 西班牙语, 德语, 其他",,经典课程,社会
14151,孙子兵法与企业经营,,新竹交通大学,简单（初级）,11 周,"热度 2,321",中文,,经典课程,商业管理
13250,离散优化,,墨尔本大学,普通（中级）,34 个小时,热度 885,英语,,,计算机
18654,红楼梦,,国立台湾大学,简单（初级）,20 个小时,"热度 2,675",中文,,经典课程,文学
759,中国古代历史与人物：秦始皇,,国立台湾大学,简单（初级）,20 个小时,"热度 4,797",中文,,经典课程,历史
708,宏观经济学的力量：真实世界中的经济学原理,,加州大学尔湾分校,简单（初级）,25 个小时,"热度 4,140","中文, 英语, 西班牙语",,经典课程,经济
6332,微观经济学的力量：真实世界中的经济学原理,,加州大学尔湾分校,简单（初级）,22 个小时,"热度 3,539","中文, 英语, 其他",,经典课程,经济
